"nace_r2","Country","Year","consumption_of_capital","Output","intermediate_consumption","wages_and_salaries","real_labour_productivity","bankruptcy_declarations_index","Registrations"
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2006,NA,NA,NA,NA,104.403,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2007,NA,NA,NA,NA,104.629,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2009,NA,NA,NA,NA,107.817,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2010,NA,NA,NA,NA,107.997,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2011,NA,NA,NA,NA,105.318,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2013,NA,NA,NA,NA,102.382,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2014,NA,NA,NA,NA,100.889,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2015,NA,NA,NA,NA,101.479,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2017,NA,NA,NA,NA,100.782,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2018,NA,NA,NA,NA,102.33,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2019,NA,NA,NA,NA,101.454,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2021,NA,NA,NA,NA,100.448,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2022,NA,NA,NA,NA,105.049,NA,NA
"Water supply; sewerage, waste management and remediation activities","European Union - 27 countries (from 2020)",2023,NA,NA,NA,NA,102.723,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2000,NA,NA,NA,NA,43.72,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2001,NA,NA,NA,NA,39.125,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2002,NA,NA,NA,NA,41.708,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2003,NA,NA,NA,NA,46.493,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2004,NA,NA,NA,NA,53.334,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2005,NA,NA,NA,NA,56.628,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2006,NA,NA,NA,NA,60.597,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2007,NA,NA,NA,NA,68.528,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2008,NA,NA,NA,NA,70.731,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2009,NA,NA,NA,NA,73.723,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2010,NA,NA,NA,NA,88.717,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2011,NA,NA,NA,NA,79.603,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2013,NA,NA,NA,NA,69.576,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2014,NA,NA,NA,NA,76.265,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2015,NA,NA,NA,NA,78.925,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2017,NA,NA,NA,NA,85.267,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2018,NA,NA,NA,NA,99.377,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2019,NA,NA,NA,NA,93.773,NA,NA
"Water supply; sewerage, waste management and remediation activities","North Macedonia",2020,NA,NA,NA,NA,100,NA,NA
"Water supply; sewerage, waste management and remediation activities","Serbia",2023,NA,NA,NA,NA,94.388,NA,NA
"Construction","Switzerland",1995,NA,NA,NA,NA,106.103,NA,NA
"Construction","Germany",1991,NA,NA,NA,NA,118.786,NA,NA
"Construction","Germany",1992,NA,NA,NA,NA,121.897,NA,NA
"Construction","Germany",1993,NA,NA,NA,NA,116.56,NA,NA
"Construction","Germany",1994,NA,NA,NA,NA,116.912,NA,NA
"Construction","Germany",2024,NA,NA,NA,NA,81.013,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1995,NA,NA,NA,NA,118.101,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996,NA,NA,NA,NA,116.492,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,NA,NA,NA,NA,115.14,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,NA,NA,NA,NA,114.377,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,NA,NA,NA,NA,113.775,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,NA,NA,NA,NA,112.616,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,NA,NA,NA,NA,112.947,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,NA,NA,NA,NA,111.952,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,NA,NA,NA,NA,112.624,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,NA,NA,NA,NA,113,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,NA,NA,NA,NA,110.751,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,NA,NA,NA,NA,111.528,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,NA,NA,NA,NA,109.031,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,NA,NA,NA,NA,109.766,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,NA,NA,NA,NA,109.407,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,NA,NA,NA,NA,107.228,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,NA,NA,NA,NA,107.288,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,NA,NA,NA,NA,105.943,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,NA,NA,NA,NA,106.46,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,NA,NA,NA,NA,105.68,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,NA,NA,NA,NA,105.731,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,NA,NA,NA,NA,106.877,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,NA,NA,NA,NA,107.927,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,NA,NA,NA,NA,107.433,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,NA,NA,NA,NA,105.75,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,NA,NA,NA,NA,100,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,NA,NA,NA,NA,100.488,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,NA,NA,NA,NA,96.902,NA,NA
"Construction","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,NA,NA,NA,NA,96.899,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",1995,NA,NA,NA,NA,117.743,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",1996,NA,NA,NA,NA,116.184,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",1997,NA,NA,NA,NA,114.988,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",1998,NA,NA,NA,NA,114.22,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",1999,NA,NA,NA,NA,113.876,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2000,NA,NA,NA,NA,112.726,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2001,NA,NA,NA,NA,112.947,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2002,NA,NA,NA,NA,111.952,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2003,NA,NA,NA,NA,112.624,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2004,NA,NA,NA,NA,113,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2005,NA,NA,NA,NA,110.751,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2006,NA,NA,NA,NA,111.528,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2007,NA,NA,NA,NA,108.933,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2008,NA,NA,NA,NA,109.685,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2009,NA,NA,NA,NA,109.441,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2010,NA,NA,NA,NA,107.295,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2011,NA,NA,NA,NA,107.377,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2012,NA,NA,NA,NA,105.852,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2013,NA,NA,NA,NA,106.538,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2014,NA,NA,NA,NA,105.765,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2015,NA,NA,NA,NA,106,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2016,NA,NA,NA,NA,107.104,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2017,NA,NA,NA,NA,108.007,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2018,NA,NA,NA,NA,107.507,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2019,NA,NA,NA,NA,105.951,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2020,NA,NA,NA,NA,100,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2021,NA,NA,NA,NA,100.352,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2022,NA,NA,NA,NA,96.841,NA,NA
"Construction","Euro area - 12 countries (2001-2006)",2023,NA,NA,NA,NA,96.708,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",1995,NA,NA,NA,NA,117.178,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",1996,NA,NA,NA,NA,115.631,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",1997,NA,NA,NA,NA,114.361,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",1998,NA,NA,NA,NA,113.786,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",1999,NA,NA,NA,NA,113.622,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2000,NA,NA,NA,NA,112.738,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2001,NA,NA,NA,NA,112.946,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2002,NA,NA,NA,NA,112.031,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2003,NA,NA,NA,NA,112.471,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2004,NA,NA,NA,NA,112.858,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2005,NA,NA,NA,NA,110.543,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2006,NA,NA,NA,NA,110.91,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2007,NA,NA,NA,NA,108.425,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2009,NA,NA,NA,NA,108.847,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2010,NA,NA,NA,NA,107.054,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2011,NA,NA,NA,NA,107.194,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2013,NA,NA,NA,NA,106.157,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2014,NA,NA,NA,NA,105.545,NA,NA
"Construction","Euro area - 19 countries  (2015-2022)",2015,NA,NA,NA,NA,105.731,-6.6,-4.3
"Construction","Euro area - 19 countries  (2015-2022)",2017,NA,NA,NA,NA,107.927,-10.9,-0.6
"Construction","Euro area - 19 countries  (2015-2022)",2018,NA,NA,NA,NA,107.433,0.1,5.2
"Construction","Euro area - 19 countries  (2015-2022)",2019,NA,NA,NA,NA,105.75,-4.5,6.7
"Construction","Euro area - 19 countries  (2015-2022)",2021,NA,NA,NA,NA,100.488,7,14.8
"Construction","Euro area - 19 countries  (2015-2022)",2022,NA,NA,NA,NA,96.902,18.3,-0.2
"Construction","Euro area - 19 countries  (2015-2022)",2023,NA,NA,NA,NA,96.849,13.6,0
"Construction","Euro area – 20 countries (from 2023)",1995,NA,NA,NA,NA,117.048,NA,NA
"Construction","Euro area – 20 countries (from 2023)",1996,NA,NA,NA,NA,115.56,NA,NA
"Construction","Euro area – 20 countries (from 2023)",1997,NA,NA,NA,NA,114.345,NA,NA
"Construction","Euro area – 20 countries (from 2023)",1998,NA,NA,NA,NA,113.788,NA,NA
"Construction","Euro area – 20 countries (from 2023)",1999,NA,NA,NA,NA,113.578,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2000,NA,NA,NA,NA,112.768,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2001,NA,NA,NA,NA,113.012,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2002,NA,NA,NA,NA,112.022,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2003,NA,NA,NA,NA,112.474,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2004,NA,NA,NA,NA,112.861,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2005,NA,NA,NA,NA,110.608,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2006,NA,NA,NA,NA,110.941,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2007,NA,NA,NA,NA,108.461,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2009,NA,NA,NA,NA,108.747,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2010,NA,NA,NA,NA,107.067,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2011,NA,NA,NA,NA,107.239,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2013,NA,NA,NA,NA,106.179,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2014,NA,NA,NA,NA,105.603,NA,NA
"Construction","Euro area – 20 countries (from 2023)",2015,NA,NA,NA,NA,105.744,-6.7,-4.3
"Construction","Euro area – 20 countries (from 2023)",2017,NA,NA,NA,NA,107.965,-11.3,-0.4
"Construction","Euro area – 20 countries (from 2023)",2018,NA,NA,NA,NA,107.389,-0.2,5.3
"Construction","Euro area – 20 countries (from 2023)",2019,NA,NA,NA,NA,105.796,-4.8,6.9
"Construction","Euro area – 20 countries (from 2023)",2021,NA,NA,NA,NA,100.503,7.3,14.9
"Construction","Euro area – 20 countries (from 2023)",2022,NA,NA,NA,NA,96.979,19.5,-0.1
"Construction","Euro area – 20 countries (from 2023)",2023,NA,NA,NA,NA,96.899,18.2,0.1
"Construction","European Union - 27 countries (from 2020)",1995,NA,NA,NA,NA,116.707,NA,NA
"Construction","European Union - 27 countries (from 2020)",1996,NA,NA,NA,NA,115.391,NA,NA
"Construction","European Union - 27 countries (from 2020)",1997,NA,NA,NA,NA,113.853,NA,NA
"Construction","European Union - 27 countries (from 2020)",1998,NA,NA,NA,NA,113.698,NA,NA
"Construction","European Union - 27 countries (from 2020)",1999,NA,NA,NA,NA,114.377,NA,NA
"Construction","European Union - 27 countries (from 2020)",2000,NA,NA,NA,NA,115.211,NA,NA
"Construction","European Union - 27 countries (from 2020)",2001,NA,NA,NA,NA,113.027,NA,NA
"Construction","European Union - 27 countries (from 2020)",2002,NA,NA,NA,NA,113.022,NA,NA
"Construction","European Union - 27 countries (from 2020)",2003,NA,NA,NA,NA,113.669,NA,NA
"Construction","European Union - 27 countries (from 2020)",2004,NA,NA,NA,NA,114.845,NA,NA
"Construction","European Union - 27 countries (from 2020)",2005,NA,NA,NA,NA,112.358,NA,NA
"Construction","European Union - 27 countries (from 2020)",2006,NA,NA,NA,NA,112.447,NA,NA
"Construction","European Union - 27 countries (from 2020)",2007,NA,NA,NA,NA,108.938,NA,NA
"Construction","European Union - 27 countries (from 2020)",2009,NA,NA,NA,NA,106.965,NA,NA
"Construction","European Union - 27 countries (from 2020)",2010,NA,NA,NA,NA,105.576,NA,NA
"Construction","European Union - 27 countries (from 2020)",2011,NA,NA,NA,NA,106.472,NA,NA
"Construction","European Union - 27 countries (from 2020)",2013,NA,NA,NA,NA,105.192,NA,NA
"Construction","European Union - 27 countries (from 2020)",2014,NA,NA,NA,NA,105.579,NA,NA
"Construction","European Union - 27 countries (from 2020)",2015,NA,NA,NA,NA,106.806,-13.1,-3.5
"Construction","European Union - 27 countries (from 2020)",2017,NA,NA,NA,NA,107.694,-11.8,0.7
"Construction","European Union - 27 countries (from 2020)",2018,NA,NA,NA,NA,107.726,4.2,6.6
"Construction","European Union - 27 countries (from 2020)",2019,NA,NA,NA,NA,105.778,-7,6.9
"Construction","European Union - 27 countries (from 2020)",2021,NA,NA,NA,NA,100.709,1.5,13.9
"Construction","European Union - 27 countries (from 2020)",2022,NA,NA,NA,NA,98.105,19.9,0.5
"Construction","European Union - 27 countries (from 2020)",2023,NA,NA,NA,NA,98.755,20.9,-1.6
"Construction","North Macedonia",2000,NA,NA,NA,NA,68.617,NA,NA
"Construction","North Macedonia",2001,NA,NA,NA,NA,62.311,NA,NA
"Construction","North Macedonia",2002,NA,NA,NA,NA,55.512,NA,NA
"Construction","North Macedonia",2003,NA,NA,NA,NA,48.705,NA,NA
"Construction","North Macedonia",2004,NA,NA,NA,NA,40.663,NA,NA
"Construction","North Macedonia",2005,NA,NA,NA,NA,39.338,NA,NA
"Construction","North Macedonia",2006,NA,NA,NA,NA,43.568,NA,NA
"Construction","North Macedonia",2007,NA,NA,NA,NA,42.925,NA,NA
"Construction","North Macedonia",2008,NA,NA,NA,NA,53.327,NA,NA
"Construction","North Macedonia",2009,NA,NA,NA,NA,61.778,NA,NA
"Construction","North Macedonia",2010,NA,NA,NA,NA,64,NA,NA
"Construction","North Macedonia",2011,NA,NA,NA,NA,89.495,NA,NA
"Construction","North Macedonia",2013,NA,NA,NA,NA,95.402,NA,NA
"Construction","North Macedonia",2014,NA,NA,NA,NA,108.64,NA,NA
"Construction","North Macedonia",2015,NA,NA,NA,NA,114.485,NA,NA
"Construction","North Macedonia",2017,NA,NA,NA,NA,104.304,NA,NA
"Construction","North Macedonia",2018,NA,NA,NA,NA,95.443,NA,NA
"Construction","North Macedonia",2019,NA,NA,NA,NA,99.569,NA,NA
"Construction","North Macedonia",2020,NA,NA,NA,NA,100,NA,NA
"Construction","North Macedonia",2021,NA,NA,NA,NA,88.744,52.7,35
"Construction","North Macedonia",2022,NA,NA,NA,NA,96.974,-31,-6.2
"Construction","North Macedonia",2023,NA,NA,NA,NA,98.94,-25.1,5.3
"Construction","Portugal",2023,NA,NA,NA,NA,96.954,26.7,10.2
"Construction","Serbia",2023,NA,NA,NA,NA,104.488,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Switzerland",1995,NA,NA,NA,NA,53.641,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1995,NA,NA,NA,NA,73.88,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996,NA,NA,NA,NA,73.662,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,NA,NA,NA,NA,75.063,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,NA,NA,NA,NA,76.725,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,NA,NA,NA,NA,77.279,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,NA,NA,NA,NA,78.561,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,NA,NA,NA,NA,81.164,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,NA,NA,NA,NA,81.281,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,NA,NA,NA,NA,82.224,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,NA,NA,NA,NA,83.14,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,NA,NA,NA,NA,84.435,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2006,NA,NA,NA,NA,87.015,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2007,NA,NA,NA,NA,87.927,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2008,NA,NA,NA,NA,88.104,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2009,NA,NA,NA,NA,85.313,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2010,NA,NA,NA,NA,86.797,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2011,NA,NA,NA,NA,89.278,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2012,NA,NA,NA,NA,89.78,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2013,NA,NA,NA,NA,91.117,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2014,NA,NA,NA,NA,93.511,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,NA,NA,NA,NA,96.508,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,NA,NA,NA,NA,98.451,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,NA,NA,NA,NA,99.92,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,NA,NA,NA,NA,100.745,NA,NA
