"nace_r2","Country","Year","consumption_of_capital","Output","intermediate_consumption","wages_and_salaries","real_labour_productivity","bankruptcy_declarations_index","Registrations"
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2014,85.139,NA,NA,NA,77.685,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2015,86.376,NA,NA,NA,83.546,49,-31.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2016,87.48,NA,NA,8.18,83.348,35,-1.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2017,89.295,NA,NA,NA,88.204,20.6,5.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2018,91.76,NA,NA,NA,89.445,-26.5,-2.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2019,95.287,NA,NA,NA,93.846,-36.5,11.3
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2020,100,NA,NA,13.29,100,-59.3,14.2
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2021,104.888,NA,NA,NA,113.526,-1.6,3.4
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2022,113.405,NA,NA,NA,111.636,28.5,-13.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Lithuania",2023,121.267,NA,NA,NA,106.987,14.6,17.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",1995,34.695,34.878,22.852,NA,90.541,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",1996,35.522,35.853,24.542,NA,90.167,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",1997,36.235,38.379,27.136,NA,92.787,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",1998,37.602,42.372,28.453,NA,103.483,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",1999,39.51,43.789,29.948,NA,101.696,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2000,42.979,47.85,31.746,NA,111.993,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2001,46.326,50.799,33.188,NA,116.861,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2002,49.498,51.677,33.94,NA,115.477,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2003,51.761,53.336,42.685,NA,100.251,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2004,54.66,54.176,41.436,NA,104.321,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2005,58.241,51.997,42.753,NA,91.466,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2006,61.652,61.013,53.38,NA,99.143,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2007,67.252,69.38,65.318,NA,101.783,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2008,71.23,88.409,86.23,16.2,120.146,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2009,74.336,86.188,88.297,NA,108.435,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2010,78.528,101.813,105.035,NA,123.828,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2011,82.633,119.534,123.195,NA,140.479,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2012,86.785,136.216,160.033,19.39,122.369,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2013,89.546,155.726,193.167,NA,121.252,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2014,92.882,162.743,206.526,NA,116.957,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2015,94.656,136.128,166.581,NA,106.472,-7.9,-17
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2016,95.524,131.68,155.326,21.99,110.315,26.2,-5.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2017,97.205,99.228,95.15,NA,111.837,-24.1,3.6
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2018,98.605,98.531,98.308,NA,103.857,29.5,0.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2019,98.561,103.797,106.743,NA,101.472,-0.8,-1.7
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2020,100,100,100,23.3,100,-11.3,-10.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2021,103.387,90.484,85.743,NA,95.808,17.1,15.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2022,103.651,90.022,86.046,NA,92.734,-19.6,-37.6
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Luxembourg",2023,78.849,87.889,84.408,NA,88.964,-7.7,69.2
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",1995,61.569,24.563,24.467,NA,23.454,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",1996,60.461,23.943,23.745,NA,22.889,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",1997,59.539,26.647,26.524,NA,24.286,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",1998,61.288,32.016,30.173,NA,30.923,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",1999,62.602,34.778,32.43,NA,34.439,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2000,65.673,43.111,46.013,NA,39.192,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2001,69.247,46.218,49.936,NA,40.671,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2002,73.951,51.661,54.124,NA,44.075,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2003,79.784,56.251,55.058,NA,51.4,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2004,87.645,61.11,60.122,NA,52.534,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2005,96.135,73.711,71.08,NA,61.856,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2006,104.742,90.738,94.049,NA,70.287,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2007,115.812,97.569,95.318,NA,71.63,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2008,121.892,95.613,99.372,4,69.79,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2009,120.049,78.629,77.434,NA,72.39,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2010,116.152,79.082,81.058,NA,75.573,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2011,112.841,76.713,79.515,NA,78.03,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2012,109.677,82.874,86.062,4.37,83.946,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2013,106.298,85.633,91.07,NA,83.813,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2014,104.576,85.678,85.43,NA,89.02,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2015,100.345,90.919,89.713,NA,94.374,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2016,98.535,93.564,90.542,8.26,98.402,-6.6,-14.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2017,98.638,97.835,97.087,NA,102.4,-18.4,-21.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2018,98.57,100.789,99.067,NA,104.709,-7.5,-2.7
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2019,99.569,103.496,102.337,NA,102.715,-10.5,-7.7
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2020,100,100,100,9.47,100,-37,-12.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2021,104.157,115.783,110.421,NA,121.729,-33,-1.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2022,105.338,122.193,116.385,NA,128.666,13.8,-11.4
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Latvia",2023,124.905,120.606,109.708,NA,126.677,-24.3,-1.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",1995,39.355,NA,NA,NA,NA,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",1996,40.658,NA,NA,NA,NA,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",1997,42.276,NA,NA,NA,NA,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",1998,43.475,NA,NA,NA,NA,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",1999,44.728,NA,NA,NA,NA,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2000,46.016,NA,NA,NA,82.599,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2001,47.135,NA,NA,NA,79.28,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2002,47.641,NA,NA,NA,77.823,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2003,48.578,NA,NA,NA,78.015,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2004,49.554,NA,NA,NA,77.286,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2005,50.961,NA,NA,NA,79.736,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2006,52.371,NA,NA,NA,78.651,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2007,54.05,NA,NA,NA,81.416,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2008,56.096,NA,NA,12.31,80.821,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2009,62.423,NA,NA,NA,76.04,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2010,66.504,NA,NA,NA,88.252,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2011,74.083,NA,NA,NA,88.284,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2012,75.989,NA,NA,11.4,94.215,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2013,78.631,NA,NA,NA,97.02,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2014,78.987,NA,NA,NA,101.53,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2015,80.067,NA,NA,NA,108.715,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2016,81.436,NA,NA,14.13,102.194,NA,-8.2
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2017,83.156,NA,NA,NA,108.733,NA,-1.9
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2018,86.598,NA,NA,NA,109.109,NA,-5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2019,91.313,NA,NA,NA,112.692,NA,-10.9
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2020,100,NA,NA,11.69,100,-66.7,-4.2
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2021,103.588,NA,NA,NA,106.577,100,13.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2022,111.918,NA,NA,NA,121.191,NA,-23.6
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Malta",2023,121.892,NA,NA,NA,107.082,NA,1.2
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",1995,61.072,47.282,46.012,NA,61.841,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",1996,62.767,50.74,50.919,NA,63.832,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",1997,64.389,54.361,54.253,NA,66.839,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",1998,66.504,58.404,58.64,NA,69.902,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",1999,70.111,62.397,63.57,NA,70.784,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2000,74.156,66.128,65.75,NA,74.371,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2001,77.674,66.879,66.357,NA,74.077,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2002,80.65,66.94,67.786,NA,72.978,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2003,82.679,66.16,64.929,NA,74.071,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2004,84.046,68.18,66.172,NA,78.26,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2005,85.286,69.499,66.699,NA,81.092,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2006,86.566,73.461,71.22,NA,82.902,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2007,88.605,76.43,73.946,NA,84.422,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2008,91.22,77.04,74.95,18.03,83.957,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2009,92.372,72.743,71.248,NA,80.103,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2010,91.487,75.454,73.347,NA,83.808,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2011,91.204,78.869,76.546,NA,86.587,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2012,91.097,79.303,77.824,19.75,86.237,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2013,91.357,80.856,79.523,NA,89.033,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2014,91.625,83.45,82.385,NA,91.42,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2015,92.743,87.949,88.932,NA,93.537,-22.7,-6.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2016,93.656,90.991,92.084,20.22,95.419,-13.2,-1.6
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2017,94.836,94.985,97.722,NA,96.349,-24.3,-5.3
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2018,96.31,98.126,100.501,NA,97.896,-6.2,-5.4
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Netherlands",2019,98.052,101.422,102.667,NA,100.825,6.9,22.8
